Titel,Overline,Date_Info,Kategorie,URL,detailed_informations,bild_plus,Zugriff_Datum,News_page
Das steckt hinter dem Rückzug der YouTuber,Immer mehr Stars hören auf,2022-01-11,Leute,"/video/clip/leute/immer-mehr-stars-hoeren-auf-das-steckt-hinter-dem-rueckzug-der-youtuber-78790740,auto=true.bild.html","
                                Dass sich bekannte YouTuber zurückziehen, geht auch an anderen Social-Media-Größen nicht spurlos vorbei.",False,12012022,Bild
Komplettes Chelsea-Stadion feiert DIESES Gegentor,Das ist Fußball!!!,2022-01-12,Intornational,"https://www.bild.de/video/clip/sport-videos/fa-cup-chelsea-chesterfield-5-1-ganzes-chelsea-stadion-feiert-gegentor-61dd8575fbf70d2ff677170c-78768466,auto=true.bild.html","
                                Chesterfield verliert im FA Cup gegen Chelsea. Der Ehrentreffer lässt das ganze Stadion ausrasten.",False,12012022,Bild
Florian Kath vor emotionaler Freiburg-Rückkehr,1. FC Magdeburg,2022-01-12 10:13:45,3. Liga,/sport/fussball/fussball/1-fc-magdeburg-florian-kath-vor-emotionaler-freiburg-rueckkehr-78798224.bild.html,"
                                Wenn der 1. FC Magdeburg in Freiburg aufdribbelt, wird es für Florian Kath emotional.",False,12012022,Bild
Corona-Inzidenz steigt weiter an,Im Südwesten,2022-01-12 08:33:19,Stuttgart,/regional/stuttgart/stuttgart-aktuell/im-suedwesten-corona-inzidenz-steigt-weiter-an-78797208.bild.html,"
                                Stuttgart – Im Südwesten ist die Sieben-Tage-Inzidenz erneut nach oben gegangen. ",False,12012022,Bild
Towers wollen nicht müde sein,Euro-Sieg gegen Ankara,2022-01-11 22:47:23,Basketball,/sport/mehr-sport/basketball/basketball-euro-sieg-gegen-ankara-hamburg-towers-wollen-nicht-muede-sein-78796222.bild.html,"
                                Der höchste Sieg der Towers im EuroCup, obwohl die Hamburger nur 48 Stunden Pause hatten.",False,12012022,Bild
Warum ist so einer auf freiem Fuß?,Kinderschänder-Prozess,2022-01-11 19:34:37,Ruhrgebiet,/regional/ruhrgebiet/ruhrgebiet-aktuell/kinderschaender-prozess-in-dortmund-warum-ist-so-einer-auf-freiem-fuss-78794498.bild.html,"
                                Christopher D. (34) wird vor dem Landgericht Dortmund der Prozess gemacht. Erneut.",False,12012022,Bild
2. Leiche im Feuerhaus entdeckt,Brand in Rahlstedt,2022-01-11 17:31:33,Hamburg,/regional/hamburg/hamburg-aktuell/brand-in-rahlstedt-2-leiche-im-feuerhaus-entdeckt-78789598.bild.html,"
                                Der Haus-Brand im Stadtteil Rahlstedt hat eine weitere Leiche gefordert!",False,12012022,Bild
Ultras spielen  „Schiffe versenken“,Bengalos auf dem Wasser,2022-01-11,Fußball,"/video/clip/sport-videos/ac-milan-gegen-fc-venezia-ultras-spielen-schiffe-versenken-78786370,auto=true.bild.html","
                                Nach dem 3:0 Sieg des AC Milan, gibt es ein Rückspiel der etwas anderen Art. Die Ultras beider Vereine treffen auf dem Seeweg aufeinander.",False,12012022,Bild
Wanderwitz (CDU) fordert AfD-Verbot,„Rechtsextremistisch“,2022-01-12 11:44:54,Dresden,/regional/dresden/dresden-aktuell/rechtsextremismus-wanderwitz-cdu-fordert-afd-verbot-78799424.bild.html,"
                                Der sächsische Bundestagsabgeordnete Marco Wanderwitz (CDU) fordert ein Verbot der AfD.",False,12012022,Bild
BMW rast in Vorgarten gegen Baum,Zwei Schwerverletzte,2022-01-12 10:09:36,München,/regional/muenchen/muenchen-aktuell/unfall-autofahrer-19-rast-in-vorgarten-schwerverletzt-78796854.bild.html,"
                                Ein Bild der Verwüstung: Morgens um 2 Uhr kracht ein BMW in den Vorgarten eines Hauses.",False,12012022,Bild
"Heidi Klum über Ehe, Kinder und Liebes-Duschen",Exklusiv-Interview,2022-01-12 08:28:40,Leute,/unterhaltung/leute/leute/kult-model-heidi-klum-im-bild-interview-tom-und-ich-singen-unter-der-dusche-78793960.bild.html,"
                                Heidi spricht im exklusiven BILD-Interview über das Singen, Vorbilder und ihre Familie.",False,12012022,Bild
Geister-Schiff vor Bohrinsel entdeckt,"Keine Crew an Bord, Ermittler ratlos",2022-01-11,News Ausland,"/video/clip/video/mysterium-in-thailand-schiff-ohne-besatzung-gibt-raetsel-auf-78792998,auto=true.bild.html","
                                Arbeiter auf einer thailändischen Bohrinsel staunen nicht schlecht, als plötzlich ein Schiff vor ihren Augen auftaucht.",False,12012022,Bild
Mega-Deal mit   diesem US-Riesen,Neuer Eintracht-Sponsor,2022-01-11 19:31:44,Bundesliga,/bild-plus/sport/fussball/fussball/eintracht-frankfurt-mega-deal-mit-us-sponsor-78794318.bild.html,"
                                Eintracht hat einen neuen Sponsor an Land gezogen. Wer es ist und was er zahlt, lesen Sie hier",True,12012022,Bild
Werder sagt Nein zu Gehaltsverzicht,Trotz Geisterspielen,2022-01-11 17:30:40,Bundesliga,/sport/fussball/fussball/trotz-geisterspielen-werder-bremen-sagt-nein-zu-gehaltsverzicht-78791396.bild.html,"
                                Bei Werder ist kein weiterer Gehaltsverzicht der Profis geplant.",False,12012022,Bild
Details zur Todesnacht von Saget (†65) enthüllt,„Full House“-Star,2022-01-11 15:02:04,Leute,/unterhaltung/leute/leute/full-house-stars-bob-saget-65-neue-details-zur-todesnacht-enthuellt-78786084.bild.html,"
                                Ein neuer, detaillierter Polizeibericht enthüllt weitere Details zu Sagets Todesnacht.",False,12012022,Bild
So geht der Corona-Selbsttest,Machen wir es alle falsch?,2022-01-12,News Ausland,"https://www.bild.de/video/clip/video/australischer-arzt-zeigt-es-so-macht-man-den-corona-selbsttest-78799456,auto=true.bild.html","
                                Haben wir den Corona-Test immer falsch gemacht? Ein australischer Arzt macht vor, wie der Corona-Test richtig geht und wird im Internet damit ein Star.",False,12012022,Bild
Querdenker schickt Sohn nicht in die Schule,"2677,50 Euro Bußgeld",2022-01-12 10:07:02,Stuttgart,/bild-plus/regional/stuttgart/stuttgart-aktuell/querdenker-schickt-sohn-51-tage-nicht-in-die-schule-2677-euro-bussgeld-bevor-ich-78795810.bild.html,"
                                Manuel T. muss knapp 3000 Euro Strafe zahlen, weil sein Sohn 51 Tage nicht zur Schule ging",True,12012022,Bild
Diese Berufsgruppe ist am häufigsten krank,In Bayern,2022-01-12 08:25:36,München,/regional/muenchen/muenchen-aktuell/in-bayern-diese-berufsgruppe-wird-am-haeufigsten-krankgeschrieben-78797112.bild.html,"
                                München – Die Bayern waren im Bundesvergleich seltener krankgeschrieben.",False,12012022,Bild
Luxus-Yacht geht noch in der Werft in Flammen auf,Ursache unklar,2022-01-11,News Ausland,"https://www.bild.de/video/clip/video/ursache-unklar-luxus-yacht-geht-noch-in-der-werft-in-flammen-auf-78796170,auto=true.bild.html","
                                Videoaufnahmen aus der italienischen Stadt Rimini an der Adria-Küste zeigen, wie ein 30-Meter-Boot des Herstellers Ferretti in Flammen steht.",False,12012022,Bild
Heidi heiß geschnürt,Nur einmal ziehen fürs Ausziehen,2022-01-11,Leute,"/video/clip/video/nur-einmal-ziehen-fuers-ausziehen-heidi-heiss-geschnuert-78789112,auto=true.bild.html","
                                Heidi Klum mal in quietschgelb gekleidet. Und das mit einem großen Schlitz im Kleid, das ja vielleicht für Ehemann Tom ganz praktisch sein kann.",False,12012022,Bild
PCR-Test-Stau  in deutschen Großstädten,Omikron-Welle,2022-01-11 17:25:00,Politik Inland,/bild-plus/politik/inland/politik-inland/omikron-welle-pcr-test-stau-in-deutschen-grossstaedten-78787636.bild.html,"
                                Die Nachfrage der PCR-Tests steigt drastisch. Das stellt Städte wie Berlin vor Probleme.",True,12012022,Bild
Das will sie mit diesem Foto sagen,Netflix-Star Ester Exposito,2022-01-11,Leute,"/video/clip/leute/netflix-star-ester-exposito-das-will-sie-mit-diesem-foto-sagen-78790624,auto=true.bild.html","
                                Die Elité-Schauspielerin Ester Expósito zeigt in ihrem aktuellen Instagram-Post ihr Tattoo.",False,12012022,Bild
Wird Facebook jetzt zerschlagen?,FTC-Klage zugelassen,2022-01-12 11:40:24,Internet,/digital/internet/internet/ftc-klage-zugelassen-wird-facebook-jetzt-zerschlagen-78798706.bild.html,"
                                Facebooks Mutter-Konzern Meta muss sich jetzt vor Gericht gegen Monopol-Vorwürfe wehren.",False,12012022,Bild
Porsche holt Groß-Auftrag nach Leipzig,„K1“,2022-01-12 10:07:10,Leipzig,/regional/leipzig/leipzig-news/k1-porsche-holt-gross-auftrag-nach-leipzig-78798188.bild.html,"
                                Gute Nachrichten für Leipzigs Porsche-Werk! Der „K1“, so der Projektname, soll ab 2026 hier vom Band rollen und neue Jobs bringen. ",False,12012022,Bild
Heli-Crash gegen Kirche – alle Passagiere leben!,Wie durch ein Wunder,2022-01-12 08:01:44,News Ausland,/news/ausland/news-ausland/helfer-sprechen-von-wunder-heli-crash-gegen-kirche-alle-leben-78796500.bild.html,"
                                In den USA stürzte ein Heli vor einer Kirche ab. Alle Passagiere überlebten.",False,12012022,Bild
Union verliert Friedrich,Nach vier Jahren,2022-01-11 22:31:42,Bundesliga,/sport/fussball/fussball/nach-vier-jahren-union-verliert-friedrich-78794370.bild.html,"
                                Für viele Union-Fans ist diese Nachricht ein Schock. Marvin Friedrich geht nach Gladbach.",False,12012022,Bild
EU-Parlamentspräsident  Sassoli gestorben,In der Klinik in Italien,2022-01-11 19:28:07,News Ausland,/news/ausland/news-ausland/in-der-klinik-in-italien-eu-parlamentspraesident-sassoli-gestorben-78785536.bild.html,"
                                Der Präsident des EU-Parlaments starb in der Nacht in einer Klinik.",False,12012022,Bild
Brinkhaus will Merz nicht weichen,Unions-Fraktionsposten,2022-01-11 17:23:58,Politik Inland,/politik/inland/politik-inland/gezerre-um-den-fraktionsposten-brinkhaus-will-merz-nicht-weichen-78792322.bild.html,"
                                Unionsfraktionschef Ralph Brinkhaus will nicht für Friedrich Merz auf sein Amt verzichten.",False,12012022,Bild
Mann kämpft verzweifelt um das Leben seines Freundes,Lawinenabgang in den USA,2022-01-11,News Ausland,"https://www.bild.de/video/clip/video/schneemobil-drama-lawine-wird-fast-zur-todesfalle-78787706,auto=true.bild.html","
                                Lebensretter in den Bergen. Ein Mann kommt zur Rettung, nachdem ein Freund durch eine Lawine verschüttet wird.",False,12012022,Bild
Fortuna sucht Sportdirektor für Allofs,Interne Lösung?,2022-01-12 11:35:03,2. Bundesliga,/sport/fussball/fussball/interne-loesung-fortuna-duesseldorf-sucht-sportdirektor-fuer-allofs-78799314.bild.html,"
                                Fortuna stellt sich (fast) komplett neu auf – und ist noch nicht längst fertig…",False,12012022,Bild
„Unwort des Jahres“ hat nichts mit Corona zu tun,Pushback,2022-01-12 10:06:36,Politik,/politik/2022/politik/pushback-ist-unwort-des-jahres-2021-78797912.bild.html,"
                                Das Unwort des Jahres gab die Jury der sprachkritischen Aktion am Mittwoch in Marburg bekannt.",False,12012022,Bild
Verriet sich der Ampel- Killer Rinor Z. selbst?,Prozess in Hannover,2022-01-12 08:01:00,Hannover,/bild-plus/regional/hannover/hannover-aktuell/prozess-um-die-toedlichen-schuesse-auf-porschefahrer-verriet-sich-der-ampel-kill-78786276.bild.html,"
                                Vor Gericht sprach Ampel-Killer Rinor Z. von Notwehr – vor Freunden prahlte er mit Mord!",True,12012022,Bild
Wann wurde Djokovic  wirklich positiv getestet?,Die offenen Fragen,2022-01-11 22:08:35,Sport-Mix,/sport/mehr-sport/tennis/novak-djokovic-wann-wurde-der-tennis-star-wirklich-positiv-getestet-78794502.bild.html,"
                                Die Einreise-Affäre um Novak Djokovic (34) wirft neue Fragen auf. ",False,12012022,Bild
Wildschaden! Wann zahlt die Versicherung?,Ärger nach Unfall,2022-01-11 19:23:54,BILD kämpft für Sie!,/bild-plus/sparfochs/bild-kaempft/bild-kaempft-fuer-sie/wildunfaelle-die-unterschaetze-gefahr-78770470.bild.html,"
                                Jetzt im Winter häufen sich die Unfälle!  Aber was tun nach einem Wild-Crash, wer zahlt?",True,12012022,Bild
Wenn der Mann beim Sex  so komisch guckt,Ü50-Kolumne,2022-01-11 17:11:13,News Inland,/news/inland/news-inland/ue50-kolumne-wenn-der-mann-beim-sex-so-komisch-guckt-78791824.bild.html,"
                                Fachzeitschriften für Ü50-Menschen, sind was Feines. Und nicht nur für welche mit Zipperlein.",False,12012022,Bild
93-Meter-Tauchgang mit einem Atemzug,Jennifer holt Apnoe-Weltrekord,2022-01-11,,"https://www.bild.de/video/clip/bild-tv/jennifer-holt-apnoe-weltrekord-100-meter-tauchgang-mit-einem-atemzug-bild-live-78787064,auto=true.bild.html","
                                Drei Minuten war Jennifer Wendland (36) tief, tief, tief unter Wasser. Neuer Weltrekord!",False,12012022,Bild
Ufo-Parkplatz an der Küste?,Riesen Loch in England,2022-01-12,News Ausland,"https://www.bild.de/video/clip/video/riesen-loch-in-england-ufo-parkplatz-an-der-kueste-78799200,auto=true.bild.html","
                                Ein Sinkloch beeindruckt die Besucher an der Küste von Nordost-England bei Sunderland. Doch wie entstand dieses Naturphänomen?",False,12012022,Bild
Experte fordert: „OP muss in deutsche Kliniken“,Herz vom Schwein,2022-01-12 10:04:32,Gesundheit,/bild-plus/ratgeber/gesundheit/herzgesundheit/schweineherz-fuer-menschen-diese-op-muss-auch-in-deutsche-kliniken-78788724.bild.html,"
                                US-Mediziner implantieren einem Menschen ein Schweineherz. Experten erklären die OP.",True,12012022,Bild
Ein unwürdiges Schauspiel,Kommentar zu Djokovic,2022-01-12 07:56:31,Sport-Mix,/sport/mehr-sport/tennis/novak-djokovic-kommentar-zum-einreise-zoff-ein-unwuerdiges-schauspiel-78788616.bild.html,"
                                Matthias Brügelmann sagt seine Meinung zum Einreise-Zoff um Novak Djokovic und Australien.",False,12012022,Bild
So spart Bayern mit Gehaltserhöhungen,Coman & Co. ,2022-01-11 22:06:56,Bundesliga,/bild-plus/sport/fussball/fussball/bayern-muenchen-so-spart-der-klub-mit-gehaltserhoehungen-78794112.bild.html,"
                                Beim FC Bayern steht die nächste wichtige Vertragsverlängerung bevor. ",True,12012022,Bild
„Der käufliche König“ – Rudolph Moshammer,Doku über sein Leben,2022-01-11 19:17:47,,/lgbt/2022/lgbt/doku-ueber-sein-leben-der-kaeufliche-koenig-rudolph-moshammer-78789576.bild.html,"
                                Sein Leben war bunt und endete brutal: Eine neue Doku blickt hinter die Fassade des Modezars.",False,12012022,Bild
Das sind die Luxus-Lofts der Dschungelcamper,Fünf Sterne – Für Filip Premiere!,2022-01-11,Dschungelcamp 2018,"/video/clip/video/fuenf-sterne-fuer-filip-premiere-das-sind-die-luxus-lofts-der-dschungelcamper-78792728,auto=true.bild.html","
                                Die Dschungelcamper sind mit ihren Liebsten in Südafrika angekommen und haben im Hotel eingecheckt. Bretterbude? NÖ. Feinste Luxus-Lofts erwartet die Truppe!",False,12012022,Bild
Fußgänger (86) von Taxi erfasst – Klinik,Unfall in Leipzig,2022-01-11 14:47:48,Leipzig,/regional/leipzig/leipzig-news/unfall-in-leipzig-fussgaenger-von-taxi-erfasst-klinik-78789178.bild.html,"
                                Beim Überqueren der Straße wurde Dienstag in Leipzig ein Fußgänger vom Taxi erfasst.",False,12012022,Bild
