Titel,Overline,Date_Info,Kategorie,URL,detailed_informations,bild_plus,Zugriff_Datum,News_page
Vibrator bleibt im  Hintern stecken,Er summte immer weiter!,2022-05-19,News Ausland,"https://www.bild.de/video/clip/video/er-summte-immer-weiter-vibrator-bleibt-im-hintern-stecken-80141566,auto=true.bild.html","
                                Sextoy-Alarm bei Influencerin. Das, was Im Hinterteil von TikTokerin Sophie stecken geblieben ist,macht nun gar keine Freude mehr. Unermüdlich vibriert der kleine Freund, der eigentlich der 27 Jahre alten Mutter aus Essex in England nur kurz etwas Entspannung bringen sollte.",False,19052022,Bild
Super Laune nach  Sex-Aussage von Trapp,Lacher auf Frankfurt-PK,2022-05-19,Bundesliga,"https://www.bild.de/video/clip/video/eintracht-frankfurt-europa-league-kevin-trapp-mit-sex-aussage-80140532,auto=true.bild.html","
                                Ist Sex besser als der Europa-League-Pokal? Frankfurt-Keeper Kevin Trapp schwankt noch...",False,19052022,Bild
Cousin sticht  Cousin tot,Einen Tag vor seinem Geburtstag!,2022-05-19,,"https://www.bild.de/video/clip/video/einen-tag-vor-seinem-geburtstag-cousin-sticht-cousin-tot-80139004,auto=true.bild.html","
                                Bei einem Picknick in Köln eskalierte am Mittwochabend ein Streit. Ein junger Mann (22) wurde erstochen – offenbar von seinem eigenen Cousin! Der Täter flüchtete.",False,19052022,Bild
„Einen Diktatfrieden wird es nicht geben“,Scholz-Ansage an Putin,2022-05-19,Politik Inland,"https://www.bild.de/video/clip/politik-inland/scholz-ansage-an-putin-einen-diktatfrieden-wird-es-nicht-geben-80136728,auto=true.bild.html","
                                In einer Rede im Bundestag fand Bundeskanzler Olaf Scholz (SPD) deutliche Worte zu Russlands Angriffskrieg auf die Ukraine.",False,19052022,Bild
„Die Corona-Beschränkungen sind ein Verbrechen“,Nena Schink,2022-05-19,,"https://www.bild.de/video/clip/bild-tv/nena-schink-die-corona-beschraenkungen-sind-ein-verbrechen-80144592,auto=true.bild.html","
                                Stellen Sie sich vor Sie liegen im Krankenhaus, sind krank und müssen sich entscheiden welche Person sie für eine Stunde besuchen darf. Sie entscheiden sich für ihr Kind? Das ist in vielen Krankenhäusern nicht erlaubt.",False,19052022,Bild
So wehren Sie sich gegen Ihren Bauträger!,Welche Rechte Kunden haben,2022-05-19 18:56:22,Ratgeber,/bild-plus/ratgeber/2022/ratgeber/bau-verzug-wenn-der-bautraeger-nicht-weiterbaut-koennen-sie-sich-so-wehren-80133156.bild.html,"
                                Haar (Bayern)– Sie haben eine Million Euro für ihr neues Heim bezahlt – und stehen vor ...",True,19052022,Bild
Putins Kamikaze-Drohne verfehlt US-Artillerie,BILD-Lagezentrum,2022-05-19 17:08:35,Politik Ausland,/bild-plus/politik/ausland/politik-ausland/bild-lagezentrum-putins-kamikaze-drohne-verfehlt-us-artillerie-80141624.bild.html,"
                                Jetzt machen Putins Killerdrohnen Jagd auf westliche Waffenlieferungen! ",True,19052022,Bild
Nach Klassenerhalt! VfB verlängert mit Karazor,Auch Mavropanos bleibt,2022-05-19 16:04:31,Bundesliga,/sport/fussball/fussball/auch-mavropanos-bleibt-nach-klassenerhalt-vfb-verlaengert-mit-karazor-80141844.bild.html,"
                                Nach dem Klassenerhalt verlängert der VfB mit den Leistungsträgern Karazor und Mavropanos.",False,19052022,Bild
Gasförmige Substanz im Briefumschlag,Kanzlei Fürth,2022-05-19 14:15:58,Nürnberg,/regional/nuernberg/nuernberg-news/kanzlei-fuerth-gasfoermige-substanz-im-briefumschlag-80140604.bild.html,"
                                Brief mit verdächtiger Substanz hat einen Polizei-Großeinsatz in einer Fürther Kanzlei ausgelöst.",False,19052022,Bild
„In meiner Brust schlagen zwei Herzen“,Trainer-Kumpel Ulrich,2022-05-19 12:05:27,2. Bundesliga,/sport/fussball/fussball/hsv-trainer-kumpel-rainer-ulrich-spricht-ueber-felix-magath-und-tim-walter-80130386.bild.html,"
                                Selten war eine ehemalige Kuchenrunde so aktuell wie heute! Magath, Walter und Ulrich.",False,19052022,Bild
Schalke hat plötzlich ein Büskens-Problem,War das ein Eigentor?,2022-05-19 09:55:05,Bundesliga,/bild-plus/sport/fussball/fussball/war-das-ein-eigentor-schalke-hat-ploetzlich-eins-bueskens-problem-80135642.bild.html,"
                                Mike Büskens (54) ist ein Segen für Schalke, aber auch ein bisschen Fluch...",True,19052022,Bild
Hier kommt der Pokal an,Eintracht-Nacht,2022-05-19 20:30:38,Frankfurt,/regional/frankfurt/frankfurt-aktuell/frankfurts-eintracht-nacht-hier-kommt-der-pokal-an-80144764.bild.html,"
                                 Mainhattan, ja ganz Rhein-Main gestern im Zeichen unserer Eintracht-Helden...",False,19052022,Bild
Hradeckys Angst verflog  über den Pyramiden,Bayer hebt in Mexiko ab,2022-05-19 18:42:44,Bundesliga,/sport/fussball/fussball/bayer-leverkusen-abheben-in-mexiko-hradeckys-angst-verflog-ueber-den-pyramiden-80143136.bild.html,"
                                Eine Ballanfahrt wurde für einige Spieler von Bayer Leverkusen in Mexiko zum Erlebnis.",False,19052022,Bild
"Lenz, der  Berliner Pott-Held",Erster Ex-Unioner mit Europacup-Titel,2022-05-19 17:06:08,Bundesliga,/sport/fussball/fussball/union-berlin-christopher-lenz-frankfurts-berliner-pott-held-80143368.bild.html,"
                                Was für ein Triumph! Und ein kleines bisschen gewann auch Union den Europa-League-Pokal der Frankfurter mit. ",False,19052022,Bild
SO haben Sie die  Sonne noch nie gesehen,Spektakuläre Aufnahmen,2022-05-19,News Ausland,"https://www.bild.de/video/clip/video/spektakulaere-aufnahmen-so-haben-sie-die-sonne-noch-nie-gesehen-80141322,auto=true.bild.html","
                                Als Gemeinschaftsprojekt der Esa und der US-Raumfahrtbehörde Nasa ist die Weltraumsonde „Solar Orbiter” im Februar 2020 zur Sonne gestartet. Im März 2022 ist sie nun knapp  48 Millionen Kilometer entfernt und sendet spektakuläre Bilder zur Erde.",False,19052022,Bild
Ihr erster Box-Kampf - und dann SO ein Outfit,Kleiderordnung nicht bekannt?,2022-05-19 14:12:26,Boxen,/sport/mehr-sport/boxen/arabella-del-busso-erster-box-kampf-im-string-outfit-80138054.bild.html,"
                                Arabella Del Busso hatte ihren ersten Box-Kampf - und trug einen schwarzen G-String-Tanga.",False,19052022,Bild
Arbeit getan –  Traktor fackelt ab,Feuerschock auf Heimweg,2022-05-19 12:02:55,Hamburg,/regional/hamburg/hamburg-aktuell/feuerschock-auf-dem-heimweg-arbeit-getan-traktor-fackelt-ab-80136898.bild.html,"
                                Die Arbeit auf der Wiese war gerade beendet, der Feierabend winkte, da fing der Traktor Feuer.",False,19052022,Bild
Alarm! HSV gegen Hertha wird Hochsicherheits-Spiel,Relegation in Hamburg,2022-05-19 09:51:22,2. Bundesliga,/sport/fussball/fussball/hsv-alarm-hochsicherheits-spiel-gegen-hertha-in-hamburg-80132176.bild.html,"
                                Für das Relegations-Rückspiel HSV und Hertha am Montag sind schon 50 000 Tickets weg ",False,19052022,Bild
Frauenkirche schimmelt!,Alkohol soll’s lösen,2022-05-19 20:30:45,Dresden,/regional/dresden/dresden-aktuell/dresden-alkohol-solls-loesen-frauenkirche-schimmelt-80145686.bild.html,"
                                Unter der Kuppel der Frauenkirche beginnt es zu schimmeln.",False,19052022,Bild
Entschieden! Mislintat und Matarazzo bleiben,Nach Großer Saison-Analyse,2022-05-19 18:34:09,Bundesliga,/sport/fussball/fussball/vfb-stuttgart-analyse-entscheidet-mislintat-und-matarazzo-bleiben-80144396.bild.html,"
                                Nach der Rettung gab es beim VfB die große Saison-Analyse. Jetzt steht das Ergebnis fest. ",False,19052022,Bild
So erlebte ich den Europa-Traum,Eintracht-Fan Marian,2022-05-19 17:04:47,Fussball,/sport/fussball/fussball/eintracht-frankfurt-so-erlebte-fan-marian-hoefer-den-triumph-in-sevilla-80141810.bild.html,"
                                40 000 Fans jubelten in Sevilla mit ihrer Eintracht. Einer von ihnen: Marian Höfer.",False,19052022,Bild
Jena legt Kult-Trikot  wieder auf,Aktion fürs Finale,2022-05-19 16:00:29,Fussball,/sport/fussball/fussball/fc-carl-zeiss-jena-fuers-pokalfinale-jena-legt-kult-trikot-wieder-auf-80141280.bild.html,"
                                Vor kurzem gab's eine MDR-Doku über Jenas EC-Helden. Ein Detail fiel dabei besonders auf.",False,19052022,Bild
Dieser BMW macht Angst,Neuer Auto-Podcast,2022-05-19 14:10:35,Auto-News,/auto/auto-news/auto-news/neuer-auto-podcast-dieser-bmw-macht-angst-80124906.bild.html,"
                                Vom BMW M5 E60 träumen viele, aber gleichzeitig möchte ihn kaum einer besitzen. Stimmt’s?",False,19052022,Bild
„Ich trank jeden Abend eine Flasche Wein“,Supermodel Bündchen,2022-05-19 12:01:18,Leute,/unterhaltung/leute/leute/supermodel-gisele-buendchen-ich-trank-jeden-abend-eine-flasche-wein-80136672.bild.html,"
                                Auch im Leben von Supermodel Gisele Bündchen (41) lief nicht immer alles perfekt.",False,19052022,Bild
Ukrainer zeigen  gewaltige Brücken-Explosion,Sprengung soll Putin stoppen,2022-05-19,Politik Ausland,"/video/clip/video/sprengung-soll-putin-stoppen-ukrainer-zeigen-gewaltige-bruecken-explosion-reuters-80136346,auto=true.bild.html","
                                Die Nationalgarde der Ukraine hat jetzt ein Video veröffentlicht, in dem sie die Sprengung einer Brücke in der Gegend um Luhansk im Osten des Landes dokumentiert.",False,19052022,Bild
Neuer Innenminister stoppt fragwürdige Wöller-Personalien,Armin Schuster,2022-05-19 20:25:18,Dresden,/regional/dresden/dresden-aktuell/sachsen-neuer-innenminister-schuster-stoppt-fragwuerdige-woeller-personalien-80145672.bild.html,"
                                Dresden – Sachsens neuer Innenminister Armin Schuster (61, CDU) greift durch und stoppt die umstrittene Stellenvergabe an der Hochsc...",False,19052022,Bild
Bei Towers-Aus droht Hollatz-Abschied,Play-offs gegen Bonn,2022-05-19 18:34:53,Basketball,/sport/mehr-sport/basketball/bbl-play-offs-abschiedsspiel-fuer-justus-hollatz-bei-den-towers-80144278.bild.html,"
                                Für die Hamburg Towers gilt im Viertelfinale gegen Bonn ab sofort: Verlieren verboten! ",False,19052022,Bild
Das müssen NRW-Bürger nach dem Abwasser-Urteil wissen,Jahrelang zu viel gezahlt,2022-05-19 16:57:19,Ruhrgebiet,/bild-plus/regional/ruhrgebiet/ruhrgebiet-aktuell/urteil-zu-abwassergebuehren-das-muessen-nrw-buerger-jetzt-wissen-80142476.bild.html,"
                                Die Abwassergebühren in NRW waren jahrelang zu hoch – das müssen Verbraucher nun beachten.",True,19052022,Bild
Der Absturz der  Ex-Mainzer,Nach Flucht von St. Juste und Boëtius,2022-05-19 15:55:32,Bundesliga,/sport/fussball/fussball/nach-flucht-von-st-juste-und-botius-der-absturz-der-ex-mainzer-80141596.bild.html,"
                                St. Juste geht nach Lissabon, Boëtius sucht eine neue Herausforderung. Wieder mal muss Mainz Stammspieler ziehen lassen.",False,19052022,Bild
Ariane Sommer verkauft  Therapie mit Party-Droge,Früher Schokobad-Girl,2022-05-19 14:10:13,Leute,/bild-plus/unterhaltung/leute/leute/ariane-sommer-verkauft-jetzt-therapie-mit-party-droge-80131404.bild.html,"
                                Sie ist die Mutter aller It-Girls: Ariane Sommer. Heute bietet sie Ketamin-Behandlungen an",True,19052022,Bild
„Alien-Sauger” außer Kontrolle,Tornado-Schock,2022-05-19,News Ausland,"https://www.bild.de/video/clip/video/tornado-schock-alien-sauger-ausser-kontrolle-80138268,auto=true.bild.html","
                                Dieses Video zeigt unheimliche Bilder über einer Eisenmine in Nordchina.",False,19052022,Bild
Kripo jagt Automaten-Sprenger,Niederlande-Bande,2022-05-19 09:49:05,Frankfurt,/regional/frankfurt/frankfurt-aktuell/oberursel-niederlande-bande-kripo-jagt-automaten-sprenger-80136908.bild.html,"
                                Er soll als Teil einer Bande für mehrere Geldautomaten-Sprengungen verantwortlich sein.",False,19052022,Bild
„Mein Mann ist kein Killer!“,Prozess um Blutbad in Erfurt,2022-05-19 20:20:58,Sachsen-Anhalt,/regional/sachsen-anhalt/sachsen-anhalt-news/prozess-um-blutbad-in-erfurt-mein-mann-ist-kein-killer-80145590.bild.html,"
                                Die Bluttat am 05. Oktober erschütterte die Stadt: Mitten auf dem Anger war am helllichten Tag ein Tunesier (28) niedergestochen worden. ",False,19052022,Bild
Kommt auch ER zu Hansa?,Strauß erster Neuzugang,2022-05-19 18:30:32,Fussball,/bild-plus/sport/fussball/fussball/2-liga-strauss-erster-neuzugang-kommt-auch-er-zu-hansa-80142292.bild.html,"
                                John-Patrick Strauß kommt aus Aue. Und ein Mittelfeldmann aus der 3. Liga ist im Anflug.",True,19052022,Bild
Diese „Sonderausstattung“ ist nicht erlaubt,VW-Fahrer gestoppt,2022-05-19 16:55:56,Ruhrgebiet,/regional/ruhrgebiet/ruhrgebiet-aktuell/vw-fahrer-gestoppt-diese-sonderausstattung-ist-nicht-erlaubt-80142644.bild.html,"
                                Ein Auto mit „Holzausstattung“ auf der Fahrerseite ist in Gütersloh (NRW) gestoppt worden.",False,19052022,Bild
„... aber SEX auch!“,Pikanter Trapp-Spruch,2022-05-19 15:53:17,Bundesliga,/sport/fussball/fussball/eintracht-frankfurt-kevin-trapp-der-pokal-ist-schoen-aber-sex-auch-80137984.bild.html,"
                                Die Aussage seines Präsidenten wollte Euro-Held Kevin Trapp nicht stehen lassen.",False,19052022,Bild
Matthäus wird noch mal Trainer!,Ganz Lippstadt feiert,2022-05-19 14:06:12,Fussball,/sport/fussball/fussball/ganz-lippstadt-feiert-matthaeus-wird-noch-mal-trainer-80133004.bild.html,"
                                Rekord-Nationalspieler Lothar Matthäus ist Stargast beim Silber-Jubiläum des SV Lippstadt ",False,19052022,Bild
Mann nach Explosion in Wohnhaus abgeführt,Er trug ein Gewehr,2022-05-19 11:44:10,Thüringen,/regional/thueringen/thueringen-aktuell/weil-er-ein-gewehr-trug-mann-nach-explosion-in-wohnhaus-abgefuehrt-80138440.bild.html,"
                                Nach einer Explosion bei Gotha wurde versehentlich ein scheinbar bewaffneter Mann abgeführt.",False,19052022,Bild
„Top Gun Maverick“,Der Filmtrailer,2022-05-19,Kino,"https://www.bild.de/video/clip/kino/der-filmtrailer-top-gun-maverick-80136530,auto=true.bild.html","
                                Sehen Sie den Trailer zu „WTop Gun Maverick“.",False,19052022,Bild
Putin suspendiert General von untergegangener „Moskwa“,Wegen Kriegsversagens,2022-05-19 20:18:56,Politik Ausland,/politik/ausland/politik-ausland/ukraine-krieg-putin-suspendiert-general-von-untergegangener-moskwa-80143362.bild.html,"
                                Der Kreml-Despot hat offenbar genug vom Versagen seiner Top-Generale. ",False,19052022,Bild
Spieler wird  neuer Co-Trainer,Carl Zeiss Jena,2022-05-19 18:30:24,Fussball,/bild-plus/sport/fussball/fussball/carl-zeiss-jena-spieler-wird-neuer-co-trainer-80142212.bild.html,"
                                Bei Carl Zeiss Jena sind die ersten Personal-Entscheidungen gefallen.",True,19052022,Bild
Dubai-Wiesn vor Gericht gestutzt,Logo und Motto künftig verboten,2022-05-19 16:54:33,München,/regional/muenchen/muenchen-regional-politik-und-wirtschaft/logo-und-motto-kuenftig-verboten-dubai-wiesn-vor-gericht-gestutzt-80142978.bild.html,"
                                München – Nach über einem Jahr Gerichtszoff haben sich die Ausrichter eines Oktoberfestes in Dubai und die Stadt München geeinigt!",False,19052022,Bild
"Glückwunsch, VfL Wolfsburg...",Glasner holt Trophäe,2022-05-19 15:53:38,Bundesliga,/sport/fussball/fussball/vflwolfsburg-oliver-glasner-holt-europa-league-glueckwunsch-vfl-80140474.bild.html,"
                                Beim VfL Wolfsburg ging es für Oliver Glasner nicht weiter, mit Frankfurt feiert er jetzt.",False,19052022,Bild
Schmadtke sucht Trainer auf Ibiza,Büro auf der Insel,2022-05-19 14:03:24,Bundesliga,/sport/fussball/fussball/vfl-wolfsburg-mobile-office-joerg-schmadtke-sucht-trainer-von-ibiza-aus-80138378.bild.html,"
                                Trotz Kohfeldt-Entlassung, Image-Schaden und Trainer-Suche flog Schmadtke nach Ibiza.",False,19052022,Bild
Leipzigs Siegprämie enthüllt,Pott-Bonus steht,2022-05-19 11:43:07,Bundesliga,/bild-plus/sport/fussball/fussball/rb-leipzig-spieler-kassieren-rekord-praemie-fuer-dfb-pokalsieg-80131688.bild.html,"
                                BILD erfuhr: Ein Pokalsieg würde sich auch für die Leipziger Spieler auszahlen.",True,19052022,Bild
Wann steigt das  Conference-League-Finale?,Wichtige Termine,2022-05-19 09:43:47,Fussball,/sport/fussball/fussball-international/3-uefa-wettbewerb-wann-steigt-das-conference-league-finale-80131158.bild.html,"
                                Alle wichtigen Infos zur Europa League, Champions League und Conference League!",False,19052022,Bild
Mit dem E-Bike gegen Putin,Extrem mobil & leise,2022-05-19,Politik Ausland,"https://www.bild.de/video/clip/video/extrem-mobil-leise-mit-dem-e-bike-gegen-putin-80134620,auto=true.bild.html","
                                Im Kampf gegen russische Truppen greifen die Ukrainer immer wieder zu kreativen Methoden. ",False,19052022,Bild
DAS ist Gladbachs  Rausschmiss-Falle!,Warnung an Neu-Trainer,2022-05-19 18:21:57,Bundesliga,/bild-plus/sport/fussball/fussball/borussia-moenchengladbach-das-ist-gladbachs-rausschmiss-falle-80139760.bild.html,"
                                BILD erklärt Gladbachs Rausschmiss-Falle, in die in den letzten Jahren 4 Trainer tappten",True,19052022,Bild
Polizei lässt zwei Welpenhändler hochgehen,Zugriff in Ludwigsburg,2022-05-19 16:53:37,Stuttgart,/bild-plus/regional/stuttgart/stuttgart-aktuell/zugriff-in-ludwigsburg-polizei-laesst-welpenhaendler-hochgehen-80142756.bild.html,"
                                Einsatz auf dem Aldi-Parkplatz in Ludwigsburg. Die Beamten beschlagnahmten Welpen.",True,19052022,Bild
Brautpaar zündet sich bei Trauung an,Heiße Hochzeit,2022-05-19,News Ausland,"https://www.bild.de/video/clip/video/heisse-hochzeit-brautpaar-zuendet-sich-bei-trauung-an-80141736,auto=true.bild.html","
                                Diese Liebe ist richtig heiß. Nach ihrer Hochzeit stehen Braut und Bräutigam wortwörtlich in Flammen.",False,19052022,Bild
Neuer Torwart zu  Verhandlungen beim BVB!,Am Trainingszentrum erwischt,2022-05-19 14:00:21,Bundesliga,/sport/fussball/fussball/borussia-dortmund-erwischt-neuer-torwart-zu-verhandlungen-beim-bvb-80139712.bild.html,"
                                Nächste Transfer-Gespräche: Dortmund bastelt weiter im Vollgas-Tempo am neuen BVB! ",False,19052022,Bild
Rode zeigt seine Pott-Narbe,Nach Blut-Schock im Spiel,2022-05-19 11:23:13,Fussball,/sport/fussball/europa-league/nach-blut-schock-im-spiel-rode-zeigt-seine-pott-narbe-80136120.bild.html,"
                                An diesen Sieg wird Frankfurts Sebastian Rode künftig womöglich sein Spiegelbild erinnern.",False,19052022,Bild
„Die Täuschung“,Der Filmtrailer,2022-05-19,Kino,"https://www.bild.de/video/clip/kino/der-filmtrailer-die-taeuschung-80136694,auto=true.bild.html","
                                Sehen Sie den Trailer zu „Die Täuschung“.",False,19052022,Bild
Wird ER Magdeburgs  erster Neuzugang?,FCM auf Spielersuche,2022-05-19 20:15:27,3. Liga,/bild-plus/sport/fussball/fussball/1-fc-magdeburg-wird-er-der-erste-fcm-neuzugang-80145100.bild.html,"
                                Wird dieser Kicker der erste Neue bei Zweitliga-Aufsteiger 1. FC Magdeburg?",True,19052022,Bild
Schnappt ein Verein Burgstaller weg?,Geheimplan um Ösi,2022-05-19 18:18:45,2. Bundesliga,/bild-plus/sport/fussball/fussball/konkurrent-mit-geheimplan-schnappt-ein-verein-guido-burgstaller-weg-80141974.bild.html,"
                                Der 1. FC Nürnberg hat im Poker um St.-Pauli-Stürmer Guido Burgstaller neue Konkurrenz.",True,19052022,Bild
Sind Affenpocken auch ein Risiko für Deutschland?,Fälle in fünf Ländern,2022-05-19 16:53:48,Ratgeber,/ratgeber/2022/ratgeber/nach-rki-warnung-so-gefaehrlich-sind-affenpocken-wirklich-80133438.bild.html,"
                                Zuerst England, jetzt melden auch Spanien, Portugal, Italien und die USA Affenpocken-Fälle",False,19052022,Bild
78 400 Corona-Impfdosen drohen zu verfallen,Sachsen,2022-05-19 15:49:05,Dresden,/regional/dresden/dresden-aktuell/sachsen-78-400-corona-impfdosen-drohen-zu-verfallen-80141732.bild.html,"
                                Zehntausende Corona-Impfdosen drohen in den kommenden Wochen in Sachsen abzulaufen.",False,19052022,Bild
Hier gibt der Verdächtige auf,Neben ihm liegt noch die Waffe,2022-05-19,News Inland,"https://www.bild.de/video/clip/video/neben-ihm-liegt-noch-die-waffe-hier-gibt-der-verdaechtige-auf-nonstopnews-80140336,auto=true.bild.html","
                                Große Angst bei Schülern und Lehrern am Lloyd-Gymnasium an der Grazer Straße in Bremerhaven! Dort fielen am Morgen Schüsse.",False,19052022,Bild
Signiertes Fan-Paket ersteigern,MAX GIESINGER,2022-05-19 11:22:50,Ein Herz für Kinder,/news/einherzfuerkinder/ein-herz-fuer-kinder/max-giesinger-signiertes-fan-paket-ersteigern-80059678.bild.html,"
                                TOP-eBay-Auktion: Ersteigern Sie ein signiertes Fan-Paket von Popstar MAX GIESINGER.",False,19052022,Bild
„Alles in bester Ordnung “,Der Filmtrailer,2022-05-19,Kino,"https://www.bild.de/video/clip/kino/der-filmtrailer-alles-in-bester-ordnung-80136750,auto=true.bild.html","
                                Sehen Sie den Trailer zu „Alles in bester Ordnung“.",False,19052022,Bild
Brocken-Benno wird 90,Gipfel-Party im Harz,2022-05-19 20:12:25,Sachsen-Anhalt,/regional/sachsen-anhalt/leipzig-news/gipfel-party-im-harz-brocken-benno-wird-90-80145520.bild.html,"
                                Benno Schmidt (89) alias Brocken-Benno hat dem Krebs erneut ein Schippchen geschlagen.",False,19052022,Bild
Lauterbach hatte direkten Corona-Kontakt – ohne Maske,Gespräch mit Infiziertem,2022-05-19 18:17:15,Politik Inland,/politik/inland/politik-inland/vier-augen-gespraech-mit-infiziertem-corona-alarm-bei-lauterbach-80137740.bild.html,"
                                Corona-Alarm bei Bundesgesundheitsminister Karl Lauterbach (59, SPD)! ",False,19052022,Bild
Ganz Australien lacht  über diese Szene,Minister checkt Kind um,2022-05-19,Intornational,"https://www.bild.de/video/clip/video/minister-checkt-kind-um-ganz-australien-lacht-ueber-diese-szene-80140666,auto=true.bild.html","
                                Australiens Premier Minister Scott Morrison versucht sich am Fußball. Au weia...",False,19052022,Bild
US-Serienstar  stirbt mit 37,Marnie Schulenburg,2022-05-19 15:47:35,Leute,/unterhaltung/leute/leute/die-ruehrende-geschichte-von-marnie-schulenburg-us-serienstar-stirbt-mit-37-80135612.bild.html,"
                                US-Serienstar Marnie Schulenburg ist tot, starb mit nur 37 Jahren an Krebs.",False,19052022,Bild
Friesen-Treffen auf Helgoland,Große Party,2022-05-19 13:53:50,Hamburg,/regional/hamburg/hamburg-aktuell/grosse-party-friesen-treffen-sich-auf-helgoland-80137016.bild.html,"
                                Große Party auf Helgoland. Dort findet alle drei Jahre ein Friesentreffen statt.",False,19052022,Bild
Amira hat ’nen Wäsche-Fahrstuhl!,Luxus pur im Hause Pocher,2022-05-19,Leute,"https://www.bild.de/video/clip/video/luxus-pur-im-hause-pocher-amira-hat-nen-waesche-fahrstuhl-80127542,auto=true.bild.html","
                                Ordnung ist das halbe Leben. Frei nach dem Motto gewährt Amira Pocher einen Einblick in ihr Ankleidezimmer.",False,19052022,Bild
„Einen Diktatfrieden wird es nicht geben“,Scholz-Ansage an Putin,2022-05-19 09:39:12,Politik,/politik/2022/politik/ukraine-krieg-scholz-ansage-an-putin-einen-diktatfrieden-wird-es-nicht-geben-80136594.bild.html,"
                                In einer Rede im Bundestag fand Bundeskanzler Scholz deutliche Worte an Putin gerichtet.",False,19052022,Bild
So sehen Sie THW Kiel gegen Paris Saint-Germain im TV,Handball-Champions League,2022-05-19 20:10:46,Sport-Mix,/sport/mehr-sport/handball/handball-champions-league-so-sehen-sie-thw-kiel-gegen-paris-saint-germain-im-tv-80118730.bild.html,"
                                Erreicht Kiel das Halbfinale der EHF Champions League? So sehen Sie das PSG-Spiel im TV.",False,19052022,Bild
Wolfsburg ist sein schlimmster Knick,Kohfeldt vorgeführt,2022-05-19 18:12:27,Bundesliga,/sport/fussball/fussball/vflwolfsburg-gedemuetigt-vorgefuehrt-wolfsburg-ist-kohfeldts-schlimmster-knick-80140016.bild.html,"
                                Seit letztem Sonntag ist Florian Kohfeldt nicht mehr Trainer des VfL Wolfsburg. ",False,19052022,Bild
Pavlenka lebenslang Grün-Weiß?,Baumann glaubt dran ,2022-05-19 16:49:52,Bundesliga,/sport/fussball/fussball/werder-bremen-frank-baumann-glaubt-dran-jiri-pavlenka-lebenslang-gruen-weiss-80141170.bild.html,"
                                Frank Baumann kann sich vorstellen, dass Jiri Pavlenka seine Karriere bei Werder beendet.",False,19052022,Bild
Mit Eintracht-Power  zum Pokal-Sieg,Chemie Leipzig,2022-05-19 15:47:42,Fussball,/sport/fussball/fussball/chemie-leipzig-mit-eintracht-power-zum-pokal-sieg-80141932.bild.html,"
                                Vor sieben Jahren stand Miroslav Jagatic (45) schon einmal als Coach in einem Landespokal-Finale. Damals verlor er denkbar knapp mit...",False,19052022,Bild
Die richtige Finanzvollmacht für Ihre Lieben,Konto-Ärger für Grete,2022-05-19 13:48:52,BILD kämpft für Sie!,/bild-plus/sparfochs/bild-kaempft/bild-kaempft-fuer-sie/vorsorge-falsche-vollmacht-und-kein-geld-mehr-fuers-heim-80115046.bild.html,"
                                Was brauchen Sie, um Finanzen im Alter zu regeln? Eine Vorsorgevollmacht ist zu wenig!",True,19052022,Bild
Eintracht-Fans machen Nacht zum Tag,Party-Wahnsinn in Frankfurt,2022-05-19,Fußball,"https://www.bild.de/video/clip/sport-videos/eintracht-frankfurt-europa-league-fans-feiern-sieg-gegen-rangers-80138076,auto=true.bild.html","
                                Nach dem Sieg der Eintracht im Europa-League-Finale gegen die Glasgow Rangers brechen in Frankfurt alle Dämme. Tausende Fans machen in der Frankfurter Innenstadt die Nacht zum Tag. Schon am Donnerstag wartet das nächste Highlight auf Mannschaft und Fans. ",False,19052022,Bild
"Schwere Gewitter, Sturzregen, heftige Böen!",Wen die Unwetter-Front trifft,2022-05-19 09:36:34,News,/bild-plus/news/wetter/news-inland/wetter-experte-wettert-ueber-warn-wahnsinn-im-ahrtal-80122938.bild.html,"
                                Nach der Katastrophe im Ahrtal sind die Ängste groß. Doch es gibt Unmut über Wetter-Warnungen.",True,19052022,Bild
Warum Lewandowskis Barça-Wechsel ein Risiko wäre,Vertrauter verrät Detail,2022-05-19 20:08:08,Bundesliga,/sport/fussball/fussball/fc-bayern-warum-ein-barcelona-wechsel-von-robert-lewandowski-ein-risiko-waere-80140388.bild.html,"
                                Andrzej Juskowiak förderte Robert Lewandowski bei Lech Posen. Nun spricht er im Interview!",False,19052022,Bild
Schnappt sich dieser Verein Burgstaller?,Es ist nicht Nürnberg!,2022-05-19 18:11:58,2. Bundesliga,/bild-plus/sport/fussball/fussball/fc-st-pauli-es-ist-nicht-nuernberg-schnappt-sich-dieser-verein-burgstaller-80142466.bild.html,"
                                Der Poker um Burgstaller wird intensiver! Sein Abschied bei St. Pauli wahrscheinlicher.",True,19052022,Bild
1400 Cannabis-Pflanzen in altem Hotel angebaut,Gärtner vor Gericht,2022-05-19 16:48:57,Düsseldorf,/regional/duesseldorf/duesseldorf-aktuell/cannabis-gaertner-vor-gericht-1400-pflanzen-in-altem-hotel-angebaut-80141616.bild.html,"
                                In Mettmann wurde eine riesige Plantage hochgenommen. Die Gärtner stehen vor Gericht.",False,19052022,Bild
