keyword_name,ADF_Statistics_wiki_before_diff,ADF_p_value_wiki_before_diff,ADF_critical_values_wiki_before_diff,ADF_Statistics_news_before_diff,ADF_p_value_news_before_diff,ADF_critical_values_news_before_diff,ADF_stationary_wiki_before_diff,ADF_stationary_news_before_diff,KPSS_stationary_wiki_before_diff,KPSS_stationary_news_before_diff,ssr_ftest_pValue_lag1_before_diff,ssr_ftest_pValue_lag2_before_diff,ssr_ftest_pValue_lag3_before_diff,ssr_ftest_pValue_lag4_before_diff,ssr_ftest_pValue_lag5_before_diff,ssr_ftest_pValue_lag6_before_diff,ssr_ftest_pValue_lag7_before_diff,ADF_Statistics_wiki_after_diff,ADF_p_value_wiki_after_diff,ADF_critical_values_wiki_after_diff,ADF_Statistics_news_after_diff,ADF_p_value_news_after_diff,ADF_critical_values_news_after_diff,ADF_stationary_wiki_after_diff,ADF_stationary_news_after_diff,KPSS_stationary_wiki_after_diff,KPSS_stationary_news_after_diff,ssr_ftest_pValue_lag1_after_diff,ssr_ftest_pValue_lag2_after_diff,ssr_ftest_pValue_lag3_after_diff,ssr_ftest_pValue_lag4_after_diff,ssr_ftest_pValue_lag5_after_diff,ssr_ftest_pValue_lag6_after_diff,ssr_ftest_pValue_lag7_after_diff,lowest_lag{diff_status}
Merz,-8.163489716459102,9.011891397459765e-13,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-8.163489716459102,9.011891397459765e-13,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.3776,0.6601,0.7638,0.8753,0.9383,0.9457,0.9715,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.3776,0.6601,0.7638,0.8753,0.9383,0.9457,0.9715,
Merz,-8.163489716459102,9.011891397459765e-13,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-8.163489716459102,9.011891397459765e-13,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.3776,0.6601,0.7638,0.8753,0.9383,0.9457,0.9715,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.3776,0.6601,0.7638,0.8753,0.9383,0.9457,0.9715,
Messer,-3.7549904372179617,0.003402890822696427,"{'1%': -3.4750180242954167, '5%': -2.8811408028842043, '10%': -2.577221358046935}",-3.7549904372179617,0.003402890822696427,"{'1%': -3.4750180242954167, '5%': -2.8811408028842043, '10%': -2.577221358046935}",True,True,False,True,0.0099,0.046,0.0367,0.0649,0.0099,0.0201,0.0184,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.0099,0.046,0.0367,0.0649,0.0099,0.0201,0.0184,1.0
Messer,-3.7549904372179617,0.003402890822696427,"{'1%': -3.4750180242954167, '5%': -2.8811408028842043, '10%': -2.577221358046935}",-3.7549904372179617,0.003402890822696427,"{'1%': -3.4750180242954167, '5%': -2.8811408028842043, '10%': -2.577221358046935}",True,True,False,True,0.0099,0.046,0.0367,0.0649,0.0099,0.0201,0.0184,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.0099,0.046,0.0367,0.0649,0.0099,0.0201,0.0184,1.0
Metall,-8.55143635898908,9.200301898756372e-14,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-8.55143635898908,9.200301898756372e-14,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.8986,0.617,0.4146,0.525,0.6599,0.4103,0.0435,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.8986,0.617,0.4146,0.525,0.6599,0.4103,0.0435,7.0
Metall,-8.55143635898908,9.200301898756372e-14,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-8.55143635898908,9.200301898756372e-14,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.8986,0.617,0.4146,0.525,0.6599,0.4103,0.0435,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.8986,0.617,0.4146,0.525,0.6599,0.4103,0.0435,7.0
Meter,-2.6413025532095817,0.08475773532006553,"{'1%': -3.477261624048995, '5%': -2.8821181874544233, '10%': -2.5777431104939494}",-2.6413025532095817,0.08475773532006553,"{'1%': -3.477261624048995, '5%': -2.8821181874544233, '10%': -2.5777431104939494}",False,False,False,True,0.5911,0.7086,0.6319,0.7838,0.6135,0.4551,0.4101,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.5911,0.7086,0.6319,0.7838,0.6135,0.4551,0.4101,
Meter,-2.6413025532095817,0.08475773532006553,"{'1%': -3.477261624048995, '5%': -2.8821181874544233, '10%': -2.5777431104939494}",-2.6413025532095817,0.08475773532006553,"{'1%': -3.477261624048995, '5%': -2.8821181874544233, '10%': -2.5777431104939494}",False,False,False,True,0.5911,0.7086,0.6319,0.7838,0.6135,0.4551,0.4101,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.5911,0.7086,0.6319,0.7838,0.6135,0.4551,0.4101,
Mexiko,-1.967197786691431,0.3011382792009955,"{'1%': -3.476273058920005, '5%': -2.881687616548444, '10%': -2.5775132580261593}",-1.967197786691431,0.3011382792009955,"{'1%': -3.476273058920005, '5%': -2.881687616548444, '10%': -2.5775132580261593}",False,False,False,False,0.2953,0.4855,0.4127,0.5309,0.6949,0.6153,0.8227,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.2953,0.4855,0.4127,0.5309,0.6949,0.6153,0.8227,
Mexiko,-1.967197786691431,0.3011382792009955,"{'1%': -3.476273058920005, '5%': -2.881687616548444, '10%': -2.5775132580261593}",-1.967197786691431,0.3011382792009955,"{'1%': -3.476273058920005, '5%': -2.881687616548444, '10%': -2.5775132580261593}",False,False,False,False,0.2953,0.4855,0.4127,0.5309,0.6949,0.6153,0.8227,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.2953,0.4855,0.4127,0.5309,0.6949,0.6153,0.8227,
Migranten,-10.192975949756406,6.25158665958827e-18,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-10.192975949756406,6.25158665958827e-18,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,True,0.4551,0.2813,0.3408,0.5911,0.6532,0.3325,0.2883,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.4551,0.2813,0.3408,0.5911,0.6532,0.3325,0.2883,
Migranten,-10.192975949756406,6.25158665958827e-18,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-10.192975949756406,6.25158665958827e-18,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,True,0.4551,0.2813,0.3408,0.5911,0.6532,0.3325,0.2883,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.4551,0.2813,0.3408,0.5911,0.6532,0.3325,0.2883,
Milliarden,-11.213688965417743,2.094991039796614e-20,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-11.213688965417743,2.094991039796614e-20,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,True,0.5417,0.6765,0.8805,0.9438,0.9438,0.9762,0.3496,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.5417,0.6765,0.8805,0.9438,0.9438,0.9762,0.3496,
Milliarden,-11.213688965417743,2.094991039796614e-20,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-11.213688965417743,2.094991039796614e-20,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,True,0.5417,0.6765,0.8805,0.9438,0.9438,0.9762,0.3496,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.5417,0.6765,0.8805,0.9438,0.9438,0.9762,0.3496,
Million,-1.5642732928393754,0.501511071075772,"{'1%': -3.4779446621720114, '5%': -2.8824156122448983, '10%': -2.577901887755102}",-1.5642732928393754,0.501511071075772,"{'1%': -3.4779446621720114, '5%': -2.8824156122448983, '10%': -2.577901887755102}",False,False,True,False,0.91,0.0429,0.0413,0.0123,0.0728,0.4907,0.4242,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.91,0.0429,0.0413,0.0123,0.0728,0.4907,0.4242,4.0
Million,-1.5642732928393754,0.501511071075772,"{'1%': -3.4779446621720114, '5%': -2.8824156122448983, '10%': -2.577901887755102}",-1.5642732928393754,0.501511071075772,"{'1%': -3.4779446621720114, '5%': -2.8824156122448983, '10%': -2.577901887755102}",False,False,True,False,0.91,0.0429,0.0413,0.0123,0.0728,0.4907,0.4242,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.91,0.0429,0.0413,0.0123,0.0728,0.4907,0.4242,4.0
Millionen,-4.788172874027922,5.7291167378495284e-05,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",-4.788172874027922,5.7291167378495284e-05,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",True,True,False,True,0.7376,0.0569,0.1718,0.1679,0.2812,0.1794,0.2528,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.7376,0.0569,0.1718,0.1679,0.2812,0.1794,0.2528,
Millionen,-4.788172874027922,5.7291167378495284e-05,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",-4.788172874027922,5.7291167378495284e-05,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",True,True,False,True,0.7376,0.0569,0.1718,0.1679,0.2812,0.1794,0.2528,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.7376,0.0569,0.1718,0.1679,0.2812,0.1794,0.2528,
Minister,-3.793920365214229,0.002970133711393432,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",-3.793920365214229,0.002970133711393432,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",True,True,False,True,0.3652,0.0909,0.1881,0.1858,0.4257,0.5528,0.6181,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.3652,0.0909,0.1881,0.1858,0.4257,0.5528,0.6181,
Minister,-3.793920365214229,0.002970133711393432,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",-3.793920365214229,0.002970133711393432,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",True,True,False,True,0.3652,0.0909,0.1881,0.1858,0.4257,0.5528,0.6181,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.3652,0.0909,0.1881,0.1858,0.4257,0.5528,0.6181,
Ministerin,-6.086584091514142,1.0608149344225109e-07,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",-6.086584091514142,1.0608149344225109e-07,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",True,True,False,True,0.651,0.4549,0.384,0.5654,0.5907,0.5492,0.6499,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.651,0.4549,0.384,0.5654,0.5907,0.5492,0.6499,
Ministerin,-6.086584091514142,1.0608149344225109e-07,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",-6.086584091514142,1.0608149344225109e-07,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",True,True,False,True,0.651,0.4549,0.384,0.5654,0.5907,0.5492,0.6499,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.651,0.4549,0.384,0.5654,0.5907,0.5492,0.6499,
Ministerium,-1.6462968929907285,0.4589724132159775,"{'1%': -3.477261624048995, '5%': -2.8821181874544233, '10%': -2.5777431104939494}",-1.6462968929907285,0.4589724132159775,"{'1%': -3.477261624048995, '5%': -2.8821181874544233, '10%': -2.5777431104939494}",False,False,False,False,0.7357,0.1188,0.2202,0.3444,0.5039,0.7996,0.8608,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.7357,0.1188,0.2202,0.3444,0.5039,0.7996,0.8608,
Ministerium,-1.6462968929907285,0.4589724132159775,"{'1%': -3.477261624048995, '5%': -2.8821181874544233, '10%': -2.5777431104939494}",-1.6462968929907285,0.4589724132159775,"{'1%': -3.477261624048995, '5%': -2.8821181874544233, '10%': -2.5777431104939494}",False,False,False,False,0.7357,0.1188,0.2202,0.3444,0.5039,0.7996,0.8608,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.7357,0.1188,0.2202,0.3444,0.5039,0.7996,0.8608,
Ministerpräsident,-7.093337963498989,4.35279975831208e-10,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-7.093337963498989,4.35279975831208e-10,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,True,0.1153,0.2778,0.3092,0.4873,0.6048,0.5831,0.6832,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.1153,0.2778,0.3092,0.4873,0.6048,0.5831,0.6832,
Ministerpräsident,-7.093337963498989,4.35279975831208e-10,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-7.093337963498989,4.35279975831208e-10,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,True,0.1153,0.2778,0.3092,0.4873,0.6048,0.5831,0.6832,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.1153,0.2778,0.3092,0.4873,0.6048,0.5831,0.6832,
Minuten,-5.244737934139073,7.119586553002005e-06,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",-5.244737934139073,7.119586553002005e-06,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",True,True,False,False,0.7898,0.9802,0.9603,0.9845,0.2192,0.3177,0.3845,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.7898,0.9802,0.9603,0.9845,0.2192,0.3177,0.3845,
Minuten,-5.244737934139073,7.119586553002005e-06,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",-5.244737934139073,7.119586553002005e-06,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",True,True,False,False,0.7898,0.9802,0.9603,0.9845,0.2192,0.3177,0.3845,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.7898,0.9802,0.9603,0.9845,0.2192,0.3177,0.3845,
Missbrauch,-3.0119125774154236,0.03379679243685565,"{'1%': -3.474714913481481, '5%': -2.881008708148148, '10%': -2.5771508444444446}",-3.0119125774154236,0.03379679243685565,"{'1%': -3.474714913481481, '5%': -2.881008708148148, '10%': -2.5771508444444446}",True,True,False,False,0.8512,0.4161,0.5027,0.2751,0.0287,0.0428,0.0793,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.8512,0.4161,0.5027,0.2751,0.0287,0.0428,0.0793,5.0
Missbrauch,-3.0119125774154236,0.03379679243685565,"{'1%': -3.474714913481481, '5%': -2.881008708148148, '10%': -2.5771508444444446}",-3.0119125774154236,0.03379679243685565,"{'1%': -3.474714913481481, '5%': -2.881008708148148, '10%': -2.5771508444444446}",True,True,False,False,0.8512,0.4161,0.5027,0.2751,0.0287,0.0428,0.0793,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.8512,0.4161,0.5027,0.2751,0.0287,0.0428,0.0793,5.0
Mitarbeiter,-2.780113878639764,0.06117098486217466,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",-2.780113878639764,0.06117098486217466,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",False,False,False,True,0.556,0.6502,0.8783,0.8618,0.88,0.9203,0.9076,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.556,0.6502,0.8783,0.8618,0.88,0.9203,0.9076,
Mitarbeiter,-2.780113878639764,0.06117098486217466,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",-2.780113878639764,0.06117098486217466,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",False,False,False,True,0.556,0.6502,0.8783,0.8618,0.88,0.9203,0.9076,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.556,0.6502,0.8783,0.8618,0.88,0.9203,0.9076,
Mitte,-10.927134395913683,1.0035672091946479e-19,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-10.927134395913683,1.0035672091946479e-19,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,True,0.4666,0.7483,0.915,0.3272,0.4838,0.6045,0.6001,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.4666,0.7483,0.915,0.3272,0.4838,0.6045,0.6001,
Mitte,-10.927134395913683,1.0035672091946479e-19,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-10.927134395913683,1.0035672091946479e-19,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,True,0.4666,0.7483,0.915,0.3272,0.4838,0.6045,0.6001,-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2879329021371260.0,0.0,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",True,True,False,False,0.4666,0.7483,0.915,0.3272,0.4838,0.6045,0.6001,
