keyword_name,ADF_Statistics_wiki_before_diff,ADF_p_value_wiki_before_diff,ADF_critical_values_wiki_before_diff,ADF_Statistics_news_before_diff,ADF_p_value_news_before_diff,ADF_critical_values_news_before_diff,ADF_stationary_wiki_before_diff,ADF_stationary_news_before_diff,ADF_stationary_google_before_diff,KPSS_stationary_wiki_before_diff,KPSS_stationary_news_before_diff,KPSS_stationary_google_before_diff,ADF_Statistics_wiki_after_diff,ADF_p_value_wiki_after_diff,ADF_critical_values_wiki_after_diff,ADF_Statistics_news_after_diff,ADF_p_value_news_after_diff,ADF_critical_values_news_after_diff,ADF_stationary_wiki_after_diff,ADF_stationary_news_after_diff,ADF_stationary_google_after_diff,KPSS_stationary_wiki_after_diff,KPSS_stationary_news_after_diff,KPSS_stationary_google_after_diff,ssr_ftest_pValue_lag1_after_diff_News_grangerCauses_Wikipedia,ssr_ftest_pValue_lag2_after_diff_News_grangerCauses_Wikipedia,ssr_ftest_pValue_lag3_after_diff_News_grangerCauses_Wikipedia,ssr_ftest_pValue_lag4_after_diff_News_grangerCauses_Wikipedia,ssr_ftest_pValue_lag5_after_diff_News_grangerCauses_Wikipedia,ssr_ftest_pValue_lag6_after_diff_News_grangerCauses_Wikipedia,ssr_ftest_pValue_lag7_after_diff_News_grangerCauses_Wikipedia,ssr_ftest_pValue_lag1_after_diff_Wikipedia_grangerCauses_News,ssr_ftest_pValue_lag2_after_diff_Wikipedia_grangerCauses_News,ssr_ftest_pValue_lag3_after_diff_Wikipedia_grangerCauses_News,ssr_ftest_pValue_lag4_after_diff_Wikipedia_grangerCauses_News,ssr_ftest_pValue_lag5_after_diff_Wikipedia_grangerCauses_News,ssr_ftest_pValue_lag6_after_diff_Wikipedia_grangerCauses_News,ssr_ftest_pValue_lag7_after_diff_Wikipedia_grangerCauses_News,ssr_ftest_pValue_lag1_after_diff_News_grangerCauses_Google,ssr_ftest_pValue_lag2_after_diff_News_grangerCauses_Google,ssr_ftest_pValue_lag3_after_diff_News_grangerCauses_Google,ssr_ftest_pValue_lag4_after_diff_News_grangerCauses_Google,ssr_ftest_pValue_lag5_after_diff_News_grangerCauses_Google,ssr_ftest_pValue_lag6_after_diff_News_grangerCauses_Google,ssr_ftest_pValue_lag7_after_diff_News_grangerCauses_Google,ssr_ftest_pValue_lag1_after_diff_Google_grangerCauses_News,ssr_ftest_pValue_lag2_after_diff_Google_grangerCauses_News,ssr_ftest_pValue_lag3_after_diff_Google_grangerCauses_News,ssr_ftest_pValue_lag4_after_diff_Google_grangerCauses_News,ssr_ftest_pValue_lag5_after_diff_Google_grangerCauses_News,ssr_ftest_pValue_lag6_after_diff_Google_grangerCauses_News,ssr_ftest_pValue_lag7_after_diff_Google_grangerCauses_News,ssr_ftest_pValue_lag1_after_diff_Google_grangerCauses_Wikipedia,ssr_ftest_pValue_lag2_after_diff_Google_grangerCauses_Wikipedia,ssr_ftest_pValue_lag3_after_diff_Google_grangerCauses_Wikipedia,ssr_ftest_pValue_lag4_after_diff_Google_grangerCauses_Wikipedia,ssr_ftest_pValue_lag5_after_diff_Google_grangerCauses_Wikipedia,ssr_ftest_pValue_lag6_after_diff_Google_grangerCauses_Wikipedia,ssr_ftest_pValue_lag7_after_diff_Google_grangerCauses_Wikipedia,ssr_ftest_pValue_lag1_after_diff_Wikipedia_grangerCauses_Google,ssr_ftest_pValue_lag2_after_diff_Wikipedia_grangerCauses_Google,ssr_ftest_pValue_lag3_after_diff_Wikipedia_grangerCauses_Google,ssr_ftest_pValue_lag4_after_diff_Wikipedia_grangerCauses_Google,ssr_ftest_pValue_lag5_after_diff_Wikipedia_grangerCauses_Google,ssr_ftest_pValue_lag6_after_diff_Wikipedia_grangerCauses_Google,ssr_ftest_pValue_lag7_after_diff_Wikipedia_grangerCauses_Google,lowest_lag_after_diff_News_grangerCauses_Wikipedia,lowest_lag_after_diff_Wikipedia_grangerCauses_News,lowest_lag_after_diff_News_grangerCauses_Google,lowest_lag_after_diff_Google_grangerCauses_News,lowest_lag_after_diff_Google_grangerCauses_Wikipedia,lowest_lag_after_diff_Wikipedia_grangerCauses_Google
Bündnis,-1.3169978294463829,0.6213603539246071,"{'1%': -3.470126426071447, '5%': -2.8790075987120027, '10%': -2.5760826967621644}",-2.122508742427453,0.23556056576505824,"{'1%': -3.47086589632514, '5%': -2.879330279087651, '10%': -2.57625492712671}",False,True,False,False,True,False,-5.67837454243,8.599301599486598e-07,"{'1%': -3.470126426071447, '5%': -2.8790075987120027, '10%': -2.5760826967621644}",-4.314311521216693,0.00041953496001737316,"{'1%': -3.47086589632514, '5%': -2.879330279087651, '10%': -2.57625492712671}",True,True,True,True,True,True,0.5198,0.4636,0.6435,0.6172,0.821,0.7415,0.3299,0.2517,0.3814,0.502,0.7576,0.6186,0.601,0.696,0.7586,0.3196,0.3699,0.5898,0.7497,0.5345,0.7443,0.3146,0.1359,0.0449,0.2266,0.3446,0.4006,0.3445,0.1516,0.0713,0.0925,0.1016,0.3485,0.1248,0.118,0.3364,0.288,0.0569,0.0462,0.0929,0.0552,0.0824,,,,3.0,,4.0
Bürger,-1.8561727686995488,0.35295116867320375,"{'1%': -3.470616369591229, '5%': -2.8792214018977655, '10%': -2.57619681359045}",-1.5478427982104397,0.5097255664346804,"{'1%': -3.47086589632514, '5%': -2.879330279087651, '10%': -2.57625492712671}",False,True,False,False,True,False,-3.6080588215666007,0.005608816287440301,"{'1%': -3.47086589632514, '5%': -2.879330279087651, '10%': -2.57625492712671}",-4.880122560746083,3.81181704919166e-05,"{'1%': -3.47086589632514, '5%': -2.879330279087651, '10%': -2.57625492712671}",True,True,True,True,True,True,0.2041,0.0571,0.0298,0.1111,0.3278,0.2884,0.2926,0.0094,0.019,0.0793,0.1418,0.1705,0.3602,0.5334,0.5795,0.8415,0.0564,0.0956,0.2093,0.1791,0.0477,0.1001,0.2649,0.2834,0.1061,0.0739,0.119,0.1561,0.7433,0.8287,0.023,0.0831,0.4812,0.602,0.0704,0.6807,0.6703,0.0142,0.0069,0.2017,0.0346,0.0298,3.0,1.0,7.0,,3.0,4.0
Bürgermeister,-1.5224458192527381,0.522379940951912,"{'1%': -3.4703698981001665, '5%': -2.8791138497902193, '10%': -2.576139407751488}",-2.4443492728376386,0.12960825504636825,"{'1%': -3.47086589632514, '5%': -2.879330279087651, '10%': -2.57625492712671}",False,True,False,False,True,True,-6.539544165027446,9.421972950714663e-09,"{'1%': -3.4703698981001665, '5%': -2.8791138497902193, '10%': -2.576139407751488}",-5.255737237734641,6.7582283497139075e-06,"{'1%': -3.47086589632514, '5%': -2.879330279087651, '10%': -2.57625492712671}",True,True,True,True,True,True,0.4971,0.4364,0.3904,0.4858,0.7559,0.8265,0.1972,0.162,0.415,0.3065,0.4646,0.4164,0.078,0.042,0.2108,0.176,0.3223,0.4491,0.2777,0.1002,0.0862,0.7629,0.9907,0.0056,0.2928,0.0993,0.1148,0.0896,0.4619,0.4642,0.3558,0.2518,0.955,0.3708,0.0129,0.756,0.108,0.4001,0.5031,0.701,0.6891,0.0789,,7.0,,3.0,7.0,
Champions,-7.45711887763888,5.4751504474210115e-11,"{'1%': -3.467845319799907, '5%': -2.878011745497439, '10%': -2.575551186759871}",-4.799309348927674,5.4551627781386276e-05,"{'1%': -3.4685016947910636, '5%': -2.8782983668563396, '10%': -2.57570415906989}",True,True,True,True,True,True,-6.656937211581652,4.956979621113017e-09,"{'1%': -3.470616369591229, '5%': -2.8792214018977655, '10%': -2.57619681359045}",-10.469498462382923,1.2953811707110193e-18,"{'1%': -3.4687256239864017, '5%': -2.8783961376954363, '10%': -2.57575634100705}",True,True,True,True,True,True,0.0823,0.1977,0.2477,0.346,0.1931,0.3083,0.3499,0.7382,0.777,0.787,0.9573,0.9951,0.9819,0.9464,0.0001,0.0001,0.0015,0.0064,0.0093,0.0074,0.0123,0.1617,0.3253,0.5357,0.3085,0.41,0.441,0.6558,0.0872,0.0734,0.1925,0.223,0.2667,0.2169,0.218,0.0437,0.0334,0.0274,0.1508,0.2726,0.3243,0.4819,,,1.0,,,3.0
Chance,-2.8232096915809164,0.05503414769682963,"{'1%': -3.4703698981001665, '5%': -2.8791138497902193, '10%': -2.576139407751488}",-3.779370967261558,0.0031255710322291488,"{'1%': -3.4703698981001665, '5%': -2.8791138497902193, '10%': -2.576139407751488}",False,True,True,True,True,True,-5.524409403045786,1.8465743615251074e-06,"{'1%': -3.4703698981001665, '5%': -2.8791138497902193, '10%': -2.576139407751488}",-5.408804576667245,3.2459197539874093e-06,"{'1%': -3.470616369591229, '5%': -2.8792214018977655, '10%': -2.57619681359045}",True,True,True,True,True,True,0.7081,0.7062,0.7698,0.909,0.8958,0.9562,0.7724,0.8649,0.2273,0.0088,0.0314,0.3099,0.4964,0.3772,0.6896,0.2487,0.2389,0.2978,0.4146,0.1754,0.1119,0.5881,0.2895,0.0102,0.0626,0.6048,0.9758,0.5403,0.2477,0.102,0.0,0.0,0.0191,0.0193,0.0206,0.1874,0.0,0.0001,0.001,0.5123,0.5316,0.2771,,3.0,,3.0,3.0,2.0
Chef,-2.7672367554839985,0.0631083094142695,"{'1%': -3.47086589632514, '5%': -2.879330279087651, '10%': -2.57625492712671}",-3.806794165050875,0.0028385617364363,"{'1%': -3.4703698981001665, '5%': -2.8791138497902193, '10%': -2.576139407751488}",False,True,True,False,True,True,-6.353392987819781,2.5778021455596302e-08,"{'1%': -3.470616369591229, '5%': -2.8792214018977655, '10%': -2.57619681359045}",-6.0725582318528115,1.1416032869026164e-07,"{'1%': -3.47086589632514, '5%': -2.879330279087651, '10%': -2.57625492712671}",True,True,True,True,True,True,0.3231,0.1669,0.1052,0.1623,0.0826,0.3107,0.3514,0.5195,0.2229,0.0067,0.0028,0.077,0.0021,0.0055,0.4134,0.061,0.1596,0.2082,0.0753,0.1342,0.2901,0.0055,0.008,0.0616,0.0183,0.1166,0.0348,0.1466,0.0832,0.0017,0.0003,0.0001,0.0135,0.0002,0.0001,0.372,0.0007,0.0006,0.0851,0.4258,0.3055,0.3312,,6.0,,1.0,4.0,3.0
Chelsea,-1.8314613846388623,0.36495760492232365,"{'1%': -3.470616369591229, '5%': -2.8792214018977655, '10%': -2.57619681359045}",-2.523593313539737,0.10983883514867748,"{'1%': -3.470616369591229, '5%': -2.8792214018977655, '10%': -2.57619681359045}",False,False,False,True,True,True,-4.245134500772397,0.000552101115288101,"{'1%': -3.471374345647024, '5%': -2.8795521079291966, '10%': -2.5763733302850174}",-6.125052521185684,8.66945389992531e-08,"{'1%': -3.471374345647024, '5%': -2.8795521079291966, '10%': -2.5763733302850174}",True,True,True,True,True,False,0.0549,0.131,0.1077,0.1301,0.3108,0.5039,0.525,0.9278,0.1582,0.0035,0.0183,0.024,0.0478,0.0725,0.0476,0.1418,0.2895,0.2305,0.3757,0.3,0.0892,0.9047,0.0495,0.1524,0.3382,0.3044,0.255,0.2726,0.7584,0.3264,0.4951,0.6332,0.7084,0.6836,0.5611,0.3196,0.1319,0.5225,0.4657,0.6724,0.6904,0.5815,,3.0,1.0,2.0,,
Chemnitz,-3.4898821084616953,0.008250777048930995,"{'1%': -3.4698858990744115, '5%': -2.8789026251889647, '10%': -2.5760266680839004}",-3.659657067762565,0.0047177579001432554,"{'1%': -3.470616369591229, '5%': -2.8792214018977655, '10%': -2.57619681359045}",True,False,True,True,True,False,-6.140076646188364,8.010730736355833e-08,"{'1%': -3.470616369591229, '5%': -2.8792214018977655, '10%': -2.57619681359045}",-6.315511330117031,3.157759696612723e-08,"{'1%': -3.47086589632514, '5%': -2.879330279087651, '10%': -2.57625492712671}",True,True,True,True,True,True,0.683,0.8221,0.0254,0.0163,0.0521,0.0585,0.1174,0.9978,0.232,0.176,0.3842,0.4401,0.6186,0.6398,0.3606,0.2446,0.2039,0.1312,0.4695,0.685,0.6857,0.9244,0.9612,0.4222,0.5105,0.3925,0.1411,0.2543,0.3594,0.0524,0.0,0.0,0.0552,0.0046,0.0066,0.8443,0.2247,0.0001,0.0,0.0635,0.0861,0.0005,4.0,,,,3.0,4.0
China,-1.3441568147512408,0.6087363677788347,"{'1%': -3.470616369591229, '5%': -2.8792214018977655, '10%': -2.57619681359045}",-2.3739936318041166,0.1492114329916136,"{'1%': -3.470616369591229, '5%': -2.8792214018977655, '10%': -2.57619681359045}",False,True,False,False,True,False,-5.035628354710145,1.8858346151229165e-05,"{'1%': -3.470616369591229, '5%': -2.8792214018977655, '10%': -2.57619681359045}",-5.319366883503094,4.991881256989608e-06,"{'1%': -3.470616369591229, '5%': -2.8792214018977655, '10%': -2.57619681359045}",True,True,True,True,True,True,0.3532,0.077,0.149,0.0717,0.0173,0.0022,0.0053,0.5827,0.0591,0.0205,0.0341,0.0827,0.1517,0.1852,0.9269,0.4185,0.2757,0.2654,0.2055,0.0489,0.0934,0.6679,0.0002,0.0,0.163,0.4043,0.302,0.4049,0.2132,0.1365,0.1045,0.0196,0.2737,0.1943,0.0487,0.8996,0.5045,0.2775,0.3482,0.6158,0.6977,0.6817,6.0,3.0,6.0,3.0,4.0,
City,-3.3294206726074513,0.013613508928432442,"{'1%': -3.469648263987657, '5%': -2.878798906308495, '10%': -2.5759713094779593}",-1.8687708975027657,0.34689181566129923,"{'1%': -3.47086589632514, '5%': -2.879330279087651, '10%': -2.57625492712671}",True,False,False,True,True,False,-6.049381246178892,1.2885211478358315e-07,"{'1%': -3.4703698981001665, '5%': -2.8791138497902193, '10%': -2.576139407751488}",-4.8119635129105225,5.1591308784541754e-05,"{'1%': -3.471374345647024, '5%': -2.8795521079291966, '10%': -2.5763733302850174}",True,True,True,True,False,True,0.9503,0.9112,0.9457,0.8827,0.9159,0.9415,0.896,0.9261,0.7041,0.6158,0.7283,0.8388,0.8181,0.7365,0.5498,0.7282,0.9486,0.9184,0.4782,0.5181,0.4163,0.9132,0.3339,0.0473,0.0606,0.0456,0.0045,0.0086,0.3411,0.4463,0.784,0.7173,0.8284,0.7785,0.7933,0.5245,0.7645,0.6005,0.6867,0.2212,0.1544,0.153,,,,6.0,,
Club,-2.581456172527899,0.09689078637649662,"{'1%': -3.470616369591229, '5%': -2.8792214018977655, '10%': -2.57619681359045}",-1.1826988880216516,0.6809935854295768,"{'1%': -3.4703698981001665, '5%': -2.8791138497902193, '10%': -2.576139407751488}",False,True,False,True,True,False,-6.422966560146451,1.772776261811209e-08,"{'1%': -3.470616369591229, '5%': -2.8792214018977655, '10%': -2.57619681359045}",-5.5573840090954185,1.5697007235457102e-06,"{'1%': -3.47086589632514, '5%': -2.879330279087651, '10%': -2.57625492712671}",True,True,True,True,True,True,0.9194,0.8904,0.5015,0.3845,0.458,0.5964,0.2777,0.322,0.5228,0.3276,0.3264,0.3456,0.4535,0.5385,0.5883,0.6085,0.9741,0.8599,0.8745,0.8341,0.9734,0.9386,0.6442,0.3179,0.3799,0.6631,0.793,0.1011,0.2031,0.0376,0.0001,0.0003,0.5387,0.0799,0.018,0.4861,0.0006,0.0,0.0724,0.4639,0.5277,0.9983,,,,,3.0,3.0
Clubs,-7.580433528521155,2.6909246771392316e-11,"{'1%': -3.4680615871598537, '5%': -2.8781061899535128, '10%': -2.5756015922004134}",-8.663908793007629,4.74090110069568e-14,"{'1%': -3.4680615871598537, '5%': -2.8781061899535128, '10%': -2.5756015922004134}",True,True,True,True,True,True,-5.915334249716761,2.580854743014993e-07,"{'1%': -3.47086589632514, '5%': -2.879330279087651, '10%': -2.57625492712671}",-7.953756969368262,3.076281400563824e-12,"{'1%': -3.469413468959902, '5%': -2.8786964197028295, '10%': -2.5759166089965397}",True,True,True,False,True,True,0.1684,0.6751,0.7087,0.8195,0.2875,0.418,0.3978,0.0181,0.0737,0.0111,0.043,0.0453,0.0529,0.0883,0.2312,0.6258,0.6665,0.684,0.1568,0.1872,0.2166,0.0355,0.1036,0.1146,0.2602,0.2586,0.3204,0.3953,0.3813,0.131,0.0043,0.002,0.0025,0.0045,0.006,0.4854,0.311,0.0473,0.0205,0.0342,0.0362,0.0391,,3.0,,1.0,4.0,4.0
Coach,-2.745320819067893,0.06651871964065662,"{'1%': -3.47086589632514, '5%': -2.879330279087651, '10%': -2.57625492712671}",-1.9777489956919607,0.29641379143444135,"{'1%': -3.4703698981001665, '5%': -2.8791138497902193, '10%': -2.576139407751488}",False,True,False,True,True,False,-6.840388174629545,1.7975000955078607e-09,"{'1%': -3.470616369591229, '5%': -2.8792214018977655, '10%': -2.57619681359045}",-6.387084875039756,2.1509406056139105e-08,"{'1%': -3.47086589632514, '5%': -2.879330279087651, '10%': -2.57625492712671}",True,True,True,True,True,True,0.0987,0.0036,0.0309,0.1071,0.068,0.2487,0.3308,0.4152,0.2628,0.0076,0.003,0.0121,0.0856,0.1403,0.8468,0.0005,0.0015,0.0103,0.0073,0.0047,0.0066,0.007,0.0228,0.4335,0.0521,0.0184,0.0903,0.0462,0.7346,0.1256,0.0018,0.01,0.0452,0.0085,0.001,0.0017,0.0,0.0038,0.0071,0.2775,0.4774,0.0125,2.0,4.0,2.0,1.0,7.0,2.0
Comeback,-3.6131399657702024,0.005514732012585351,"{'1%': -3.469413468959902, '5%': -2.8786964197028295, '10%': -2.5759166089965397}",-3.732024309606046,0.0036845999819162547,"{'1%': -3.4698858990744115, '5%': -2.8789026251889647, '10%': -2.5760266680839004}",True,False,True,True,False,False,-5.3065433496685,5.307325237774587e-06,"{'1%': -3.471374345647024, '5%': -2.8795521079291966, '10%': -2.5763733302850174}",-5.912398594359288,2.620132678857831e-07,"{'1%': -3.470616369591229, '5%': -2.8792214018977655, '10%': -2.57619681359045}",True,True,True,True,True,True,0.0033,0.0018,0.012,0.0144,0.0224,0.0216,0.0313,0.2648,0.0014,0.0748,0.1425,0.0774,0.0836,0.0933,0.0816,0.1439,0.3461,0.2673,0.166,0.3343,0.3889,0.1861,0.3614,0.8699,0.6352,0.6463,0.7103,0.4235,0.8659,0.9488,0.7634,0.951,0.7438,0.4132,0.1765,0.909,0.6878,0.6046,0.4948,0.7293,0.7712,0.873,2.0,2.0,,,,
Corona,-2.2624741337409726,0.18435648582861813,"{'1%': -3.470616369591229, '5%': -2.8792214018977655, '10%': -2.57619681359045}",-3.479327532787606,0.00853415270159731,"{'1%': -3.470616369591229, '5%': -2.8792214018977655, '10%': -2.57619681359045}",False,False,True,False,False,False,-3.106540275743582,0.02607294966235935,"{'1%': -3.471374345647024, '5%': -2.8795521079291966, '10%': -2.5763733302850174}",-3.1916464552976462,0.02047333570955438,"{'1%': -3.47086589632514, '5%': -2.879330279087651, '10%': -2.57625492712671}",True,True,True,True,True,True,0.473,0.0187,0.1073,0.0455,0.2316,0.0476,0.1736,0.9896,0.0286,0.0,0.0004,0.0061,0.0,0.0,0.7076,0.0,0.0,0.0003,0.0056,0.0,0.0,0.1639,0.0037,0.0,0.0006,0.0321,0.0,0.0,0.1792,0.0015,0.0,0.0,0.0009,0.0004,0.0026,0.8581,0.2133,0.2594,0.2673,0.1512,0.1003,0.0079,2.0,3.0,2.0,3.0,3.0,7.0
Corona-Pandemie,-1.9620962154136636,0.3034357675876107,"{'1%': -3.471118535474365, '5%': -2.8794405060097024, '10%': -2.576313761526591}",-3.0178203940806108,0.03326338185783015,"{'1%': -3.470616369591229, '5%': -2.8792214018977655, '10%': -2.57619681359045}",False,False,True,False,False,True,-4.134415140447555,0.0008491551794325963,"{'1%': -3.471118535474365, '5%': -2.8794405060097024, '10%': -2.576313761526591}",-7.186738709274021,2.565185364378838e-10,"{'1%': -3.470616369591229, '5%': -2.8792214018977655, '10%': -2.57619681359045}",True,True,True,True,True,True,0.6783,0.8773,0.8855,0.91,0.872,0.947,0.8051,0.6252,0.9254,0.0975,0.0355,0.0144,0.0129,0.0085,0.5949,0.2229,0.5741,0.7552,0.4522,0.663,0.7949,0.0685,0.1162,0.096,0.2285,0.0031,0.0068,0.5299,0.063,0.0698,0.3104,0.295,0.305,0.4225,0.48,0.8373,0.0029,0.0802,0.7189,0.5337,0.5016,0.562,,7.0,,5.0,,2.0
Cottbus,-4.248241889250449,0.0005453832163944571,"{'1%': -3.469648263987657, '5%': -2.878798906308495, '10%': -2.5759713094779593}",-3.195743076622995,0.02023241274005498,"{'1%': -3.4703698981001665, '5%': -2.8791138497902193, '10%': -2.576139407751488}",True,True,True,True,False,False,-6.201045522234063,5.8063212993211885e-08,"{'1%': -3.470616369591229, '5%': -2.8792214018977655, '10%': -2.57619681359045}",-5.74273061584377,6.221439713318299e-07,"{'1%': -3.47086589632514, '5%': -2.879330279087651, '10%': -2.57625492712671}",True,True,True,True,True,True,0.8742,0.9899,0.8837,0.8502,0.28,0.2409,0.3325,0.532,0.4154,0.0388,0.0501,0.0639,0.0011,0.0067,0.9596,0.4914,0.3512,0.5151,0.6328,0.7828,0.7914,0.8428,0.9776,0.5699,0.4087,0.305,0.0011,0.0048,0.0954,0.1047,0.0,0.0,0.1283,0.1141,0.2294,0.687,0.009,0.0027,0.004,0.0251,0.0054,0.0658,,6.0,,6.0,3.0,3.0
Dach,-2.762136026533772,0.06388922212098506,"{'1%': -3.4703698981001665, '5%': -2.8791138497902193, '10%': -2.576139407751488}",-3.6019665208055356,0.005723543196171679,"{'1%': -3.4703698981001665, '5%': -2.8791138497902193, '10%': -2.576139407751488}",False,True,True,False,True,False,-6.796204934027081,2.2975789273543913e-09,"{'1%': -3.470616369591229, '5%': -2.8792214018977655, '10%': -2.57619681359045}",-5.736569083420498,6.417934052529932e-07,"{'1%': -3.47086589632514, '5%': -2.879330279087651, '10%': -2.57625492712671}",True,True,True,True,True,True,0.1147,0.151,0.4177,0.5553,0.4998,0.3611,0.3789,0.3308,0.6877,0.1728,0.5805,0.1614,0.6371,0.3323,0.5921,0.4257,0.2954,0.3236,0.5707,0.4912,0.5005,0.7271,0.0292,0.0144,0.1511,0.0669,0.3189,0.0165,0.4355,0.0,0.0,0.0,0.0003,0.0047,0.0354,0.0141,0.0,0.0027,0.0071,0.0157,0.0223,0.0074,,,,3.0,2.0,2.0
Darmstadt,-1.8168544741090558,0.3721266013290889,"{'1%': -3.47086589632514, '5%': -2.879330279087651, '10%': -2.57625492712671}",-3.4098003069921687,0.010629282414913897,"{'1%': -3.469413468959902, '5%': -2.8786964197028295, '10%': -2.5759166089965397}",False,False,True,True,False,True,-6.226786795734081,5.0658441052012284e-08,"{'1%': -3.47086589632514, '5%': -2.879330279087651, '10%': -2.57625492712671}",-5.001703247309462,2.2021539542376676e-05,"{'1%': -3.47086589632514, '5%': -2.879330279087651, '10%': -2.57625492712671}",True,True,True,True,True,True,0.015,0.0,0.0003,0.0006,0.005,0.0079,0.0216,0.0046,0.0039,0.3486,0.086,0.2978,0.3206,0.3294,0.8923,0.6762,0.4992,0.672,0.4804,0.38,0.3906,0.4721,0.7328,0.1626,0.0795,0.4425,0.8029,0.9109,0.0274,0.0004,0.0031,0.0037,0.2771,0.4779,0.3136,0.9575,0.9248,0.9282,0.971,0.4843,0.4471,0.6326,2.0,2.0,,,2.0,
Daten,-0.29631529186807787,0.9260245783441533,"{'1%': -3.47086589632514, '5%': -2.879330279087651, '10%': -2.57625492712671}",-1.9460652137298093,0.3107103024771988,"{'1%': -3.47086589632514, '5%': -2.879330279087651, '10%': -2.57625492712671}",False,True,False,False,True,False,-5.843125520087359,3.7369241912686075e-07,"{'1%': -3.47086589632514, '5%': -2.879330279087651, '10%': -2.57625492712671}",-5.153037774370802,1.0955498055572815e-05,"{'1%': -3.470616369591229, '5%': -2.8792214018977655, '10%': -2.57619681359045}",True,True,True,True,True,True,0.3522,0.117,0.1969,0.7293,0.3574,0.1156,0.0538,0.0082,0.0025,0.7697,0.0924,0.0264,0.0201,0.0247,0.875,0.349,0.0121,0.0145,0.1589,0.4913,0.5073,0.0003,0.0016,0.9342,0.4573,0.4994,0.6242,0.6377,0.2462,0.0008,0.0,0.0002,0.0309,0.0742,0.0949,0.5776,0.0005,0.0025,0.0012,0.0894,0.0038,0.0107,,2.0,3.0,1.0,3.0,2.0
Dax,-1.1912188529804415,0.6773616867363446,"{'1%': -3.47086589632514, '5%': -2.879330279087651, '10%': -2.57625492712671}",-2.1386144211104288,0.2292735840786806,"{'1%': -3.471118535474365, '5%': -2.8794405060097024, '10%': -2.576313761526591}",False,True,False,False,False,True,-4.837015446766468,4.617908807187645e-05,"{'1%': -3.47086589632514, '5%': -2.879330279087651, '10%': -2.57625492712671}",-3.54145725548693,0.006984073947911845,"{'1%': -3.471374345647024, '5%': -2.8795521079291966, '10%': -2.5763733302850174}",True,True,True,True,True,True,0.2857,0.3565,0.7393,0.0947,0.0232,0.007,0.0174,0.4039,0.215,0.112,0.2763,0.3526,0.3503,0.0735,0.6226,0.0002,0.1023,0.0013,0.0,0.0001,0.0006,0.0426,0.0,0.0036,0.001,0.0002,0.0001,0.0,0.01,0.0,0.0013,0.0,0.0,0.0,0.0,0.6268,0.0732,0.471,0.0012,0.0002,0.0001,0.0,6.0,,5.0,2.0,2.0,7.0
Debatte,-2.5240883608001603,0.10972282655925358,"{'1%': -3.4698858990744115, '5%': -2.8789026251889647, '10%': -2.5760266680839004}",-3.119226302564366,0.025162688766595102,"{'1%': -3.471118535474365, '5%': -2.8794405060097024, '10%': -2.576313761526591}",False,True,True,False,True,False,-6.144325599142834,7.833527032789913e-08,"{'1%': -3.470616369591229, '5%': -2.8792214018977655, '10%': -2.57619681359045}",-4.705522195111219,8.216551422820607e-05,"{'1%': -3.471374345647024, '5%': -2.8795521079291966, '10%': -2.5763733302850174}",True,True,True,True,True,True,0.8514,0.8133,0.6876,0.7575,0.5508,0.4955,0.4204,0.9157,0.6195,0.8955,0.9254,0.9464,0.6464,0.6405,0.3566,0.6015,0.572,0.0422,0.0116,0.0074,0.0101,0.2801,0.4627,0.4848,0.5529,0.6831,0.7721,0.9466,0.1383,0.2267,0.1704,0.3041,0.4133,0.6819,0.8573,0.679,0.8181,0.5773,0.3188,0.4438,0.6722,0.8531,,,6.0,,,
Demo,-4.139158544234392,0.0008338282353466664,"{'1%': -3.469413468959902, '5%': -2.8786964197028295, '10%': -2.5759166089965397}",-3.7516802094270973,0.003442237564234001,"{'1%': -3.470126426071447, '5%': -2.8790075987120027, '10%': -2.5760826967621644}",True,True,True,True,True,True,-5.586822834616716,1.3570113320625558e-06,"{'1%': -3.471374345647024, '5%': -2.8795521079291966, '10%': -2.5763733302850174}",-5.501904417668073,2.062274043796459e-06,"{'1%': -3.470616369591229, '5%': -2.8792214018977655, '10%': -2.57619681359045}",True,True,True,True,False,True,0.9636,0.904,0.5087,0.6611,0.8851,0.9698,0.9838,0.0252,0.0331,0.1188,0.0685,0.1199,0.135,0.0741,0.0062,0.004,0.0024,0.003,0.0112,0.0127,0.0187,0.7242,0.4261,0.6572,0.7568,0.904,0.9778,0.8857,0.2477,0.378,0.6092,0.7571,0.6972,0.39,0.2349,0.3809,0.4328,0.2276,0.1805,0.8662,0.6366,0.2621,,1.0,3.0,,,
